"132","3_alta_view","Alta St","{""enter"":{""x"":-270.748046875,""z"":31.22314262390136,""y"":-957.7793579101563,""h"":114.28663635253906},""cam"":{""yaw"":-10.0,""z"":31.22314262390136,""y"":-957.7793579101563,""x"":-270.748046875,""h"":114.28663635253906},""PolyZone"":{""points"":[{""x"":-268.0085754394531,""y"":-978.6378784179688,""z"":31.0},{""x"":-266.72637939453127,""y"":-975.3045043945313,""z"":31.0},{""x"":-268.0023498535156,""y"":-971.7085571289063,""z"":31.0},{""x"":-265.4045715332031,""y"":-970.500244140625,""z"":31.0},{""x"":-265.1369323730469,""y"":-970.599365234375,""z"":31.0},{""x"":-265.0646667480469,""y"":-970.4457397460938,""z"":31.0},{""x"":-263.4386901855469,""y"":-970.5899047851563,""z"":31.0},{""x"":-261.9373779296875,""y"":-970.18505859375,""z"":31.0},{""x"":-260.62225341796877,""y"":-969.2437744140625,""z"":31.0},{""x"":-259.808349609375,""y"":-968.023193359375,""z"":31.0},{""x"":-258.2530517578125,""y"":-966.7654418945313,""z"":31.0},{""x"":-256.88787841796877,""y"":-966.2614135742188,""z"":31.0},{""x"":-255.33251953125,""y"":-969.629638671875,""z"":31.0},{""x"":-252.24374389648438,""y"":-970.7919921875,""z"":31.0},{""x"":-247.130615234375,""y"":-956.9696655273438,""z"":31.0},{""x"":-251.74131774902345,""y"":-955.311767578125,""z"":31.0},{""x"":-250.898193359375,""y"":-952.8807983398438,""z"":31.0},{""x"":-250.4181671142578,""y"":-953.0818481445313,""z"":31.0},{""x"":-249.8207244873047,""y"":-951.4911499023438,""z"":31.0},{""x"":-253.8400421142578,""y"":-950.2481079101563,""z"":31.0},{""x"":-253.0269317626953,""y"":-947.74267578125,""z"":31.0},{""x"":-252.6479949951172,""y"":-947.782958984375,""z"":31.0},{""x"":-252.10411071777345,""y"":-946.2600708007813,""z"":31.0},{""x"":-253.436767578125,""y"":-945.7080078125,""z"":31.0},{""x"":-254.01687622070313,""y"":-946.0697021484375,""z"":31.0},{""x"":-255.83567810058595,""y"":-945.3475952148438,""z"":31.0},{""x"":-254.1033477783203,""y"":-940.8773803710938,""z"":31.0},{""x"":-276.2879943847656,""y"":-932.6680908203125,""z"":31.0},{""x"":-277.61962890625,""y"":-936.1622314453125,""z"":31.0},{""x"":-278.905517578125,""y"":-940.8141479492188,""z"":31.0},{""x"":-280.9864807128906,""y"":-940.6594848632813,""z"":31.0},{""x"":-282.5576171875,""y"":-941.1363525390625,""z"":31.0},{""x"":-283.8289794921875,""y"":-942.0413208007813,""z"":31.0},{""x"":-284.6500549316406,""y"":-943.5089721679688,""z"":31.0},{""x"":-284.8136901855469,""y"":-943.9893188476563,""z"":31.0},{""x"":-287.2973327636719,""y"":-945.2787475585938,""z"":31.0},{""x"":-288.9874267578125,""y"":-941.7969360351563,""z"":31.0},{""x"":-291.662353515625,""y"":-940.8053588867188,""z"":31.0},{""x"":-292.2206115722656,""y"":-942.2293090820313,""z"":31.0},{""x"":-293.24609375,""y"":-944.8712768554688,""z"":31.0},{""x"":-296.9050598144531,""y"":-954.6002197265625,""z"":31.0},{""x"":-292.2491149902344,""y"":-956.4273681640625,""z"":31.0},{""x"":-293.1326904296875,""y"":-958.5220336914063,""z"":31.0},{""x"":-294.16522216796877,""y"":-958.1477661132813,""z"":31.0},{""x"":-294.9185791015625,""y"":-959.8824462890625,""z"":31.0},{""x"":-292.3009338378906,""y"":-965.2431640625,""z"":31.0},{""x"":-290.1720275878906,""y"":-970.5887451171875,""z"":31.0}],""thickness"":25.0}}","0","3000000","3000000","0",,,"9e2e786bdeada3443a0478401868152288dff30a",,"{""houseName"":27,""exit"":{""x"":-1453.8599853515626,""y"":-517.6400146484375,""z"":56.93000030517578},""stash"":{""slots"":10,""maxweight"":1000000}}","0","{""phone"":""500-083-3766""	""object"":""qs_salesign_01""	""name"":""Afonso Veiga""	""coords"":{""x"":-266.4445495605469,""y"":-968.702880859375,""z"":30.22455787658691,""w"":116.28663635253906}}","1",,,"realestate",,,"0","0"
"327","americano_way_1","Americano Way","{""PolyZone"":{""thickness"":25.0,""points"":[{""x"":-1638.535400390625,""y"":66.44495391845703,""z"":62.0},{""x"":-1597.104736328125,""y"":45.53765106201172,""z"":62.0},{""x"":-1609.3514404296876,""y"":5.83214139938354,""z"":62.0},{""x"":-1623.11279296875,""y"":-19.35609817504882,""z"":62.0},{""x"":-1633.2198486328126,""y"":-34.98579788208008,""z"":62.0},{""x"":-1644.041259765625,""y"":-21.93519592285156,""z"":62.0},{""x"":-1656.745849609375,""y"":-8.47428703308105,""z"":62.0},{""x"":-1664.8121337890626,""y"":0.12764093279838,""z"":62.0},{""x"":-1666.950439453125,""y"":2.60988521575927,""z"":62.0},{""x"":-1677.1280517578126,""y"":11.70499992370605,""z"":62.0}]},""enter"":{""y"":36.7298698425293,""h"":87.56559753417969,""x"":-1629.77294921875,""z"":62.941162109375},""cam"":{""yaw"":-10.0,""z"":62.941162109375,""y"":36.7298698425293,""x"":-1629.77294921875,""h"":87.56559753417969},""exit"":{""y"":37.65877532958984,""h"":63.56559753417969,""x"":-1633.187744140625,""z"":29.94692230224609},""interiorCoords"":{""x"":-1623.9559326171876,""y"":43.40710067749023,""z"":28.85766983032226,""w"":63.56559753417969},""shellCoords"":{""y"":43.40710067749023,""h"":63.56559753417969,""x"":-1623.9559326171876,""z"":28.85766983032226}}","0","20000000","20000000","9",,,"fd54bc9f0c76dee9eb210938f7c8ab5c85ade9c4",,,"0","{""phone"":""Unknown"",""coords"":{""x"":-1629.339599609375,""y"":57.79548263549805,""z"":61.35414886474609,""w"":87.56559753417969},""object"":""qs_salesign_01"",""name"":""Barbie Robers""}","1",,,"realestate",,,"0","0"
"328","americano_way_2","Americano Way","{""PolyZone"":{""thickness"":25.0,""points"":[{""x"":-1594.4034423828126,""y"":48.25098419189453,""z"":58.0},{""x"":-1546.20947265625,""y"":33.72562408447265,""z"":58.0},{""x"":-1549.1064453125,""y"":6.01821994781494,""z"":58.0},{""x"":-1544.514404296875,""y"":-12.46041297912597,""z"":58.0},{""x"":-1566.4373779296876,""y"":-9.70341873168945,""z"":58.0},{""x"":-1575.1827392578126,""y"":-8.6406831741333,""z"":58.0},{""x"":-1592.9310302734376,""y"":-6.48481845855712,""z"":58.0},{""x"":-1602.7020263671876,""y"":-4.1628041267395,""z"":58.0},{""x"":-1607.2578125,""y"":-1.31708526611328,""z"":58.0},{""x"":-1608.359130859375,""y"":0.18825089931488,""z"":58.0},{""x"":-1607.8104248046876,""y"":8.12625789642334,""z"":58.0}]},""enter"":{""y"":22.66523742675781,""h"":163.18772888183595,""x"":-1570.6856689453126,""z"":59.55392837524414},""cam"":{""yaw"":-10.0,""z"":59.55392837524414,""y"":22.66523742675781,""x"":-1570.6856689453126,""h"":163.18772888183595},""exit"":{""y"":14.97750377655029,""h"":163.18772888183595,""x"":-1558.1162109375,""z"":23.43544387817382},""interiorCoords"":{""x"":-1565.3570556640626,""y"":22.97856521606445,""z"":22.34618949890136,""w"":163.18772888183595},""shellCoords"":{""y"":22.97856521606445,""h"":163.18772888183595,""x"":-1565.3570556640626,""z"":22.34618949890136}}","0","20000000","20000000","9",,,"fd54bc9f0c76dee9eb210938f7c8ab5c85ade9c4",,,"0","{""phone"":""Unknown"",""coords"":{""x"":-1563.0946044921876,""y"":35.94103622436523,""z"":57.8313102722168,""w"":163.18772888183595},""object"":""qs_salesign_01"",""name"":""Barbie Robers""}","1",,,"realestate",,,"0","0"
"329","americano_way_3","Americano Way","{""PolyZone"":{""thickness"":25.0,""points"":[{""x"":-1500.267333984375,""y"":39.37772369384765,""z"":55.0},{""x"":-1540.25146484375,""y"":36.53517532348633,""z"":55.0},{""x"":-1546.536376953125,""y"":20.25914001464843,""z"":55.0},{""x"":-1547.4930419921876,""y"":10.23273754119873,""z"":55.0},{""x"":-1547.14794921875,""y"":2.93997693061828,""z"":55.0},{""x"":-1540.831787109375,""y"":-13.78400516510009,""z"":55.0},{""x"":-1539.3538818359376,""y"":-16.1164379119873,""z"":55.0},{""x"":-1533.641845703125,""y"":-22.15865135192871,""z"":55.0},{""x"":-1528.9268798828126,""y"":-19.167573928833,""z"":55.0},{""x"":-1521.6820068359376,""y"":-13.8079719543457,""z"":55.0},{""x"":-1518.1422119140626,""y"":-11.19514083862304,""z"":55.0},{""x"":-1513.679443359375,""y"":-7.90087795257568,""z"":55.0},{""x"":-1497.0845947265626,""y"":4.70464086532592,""z"":55.0}]},""enter"":{""y"":23.74110603332519,""h"":164.54978942871095,""x"":-1515.5792236328126,""z"":56.8206901550293},""cam"":{""yaw"":-10.0,""z"":56.8206901550293,""y"":23.74110603332519,""x"":-1515.5792236328126,""h"":164.54978942871095},""exit"":{""y"":18.07044982910156,""h"":164.54978942871095,""x"":-1511.086669921875,""z"":29.70666885375976},""interiorCoords"":{""x"":-1518.7235107421876,""y"":26.10657691955566,""z"":28.6174144744873,""w"":164.54978942871095},""shellCoords"":{""y"":26.10657691955566,""h"":164.54978942871095,""x"":-1518.7235107421876,""z"":28.6174144744873}}","0","20000000","20000000","9",,,"fd54bc9f0c76dee9eb210938f7c8ab5c85ade9c4",,,"0","{""phone"":""Unknown"",""coords"":{""x"":-1517.1337890625,""y"":34.90814590454101,""z"":55.06325912475586,""w"":164.54978942871095},""object"":""qs_salesign_01"",""name"":""Barbie Robers""}","1",,,"realestate",,,"0","0"
"330","americano_way_4","Americano Way","{""PolyZone"":{""thickness"":25.0,""points"":[{""x"":-1496.2969970703126,""y"":45.86918640136719,""z"":53.0},{""x"":-1458.3961181640626,""y"":49.61688995361328,""z"":53.0},{""x"":-1454.64404296875,""y"":45.90254211425781,""z"":53.0},{""x"":-1453.6982421875,""y"":41.99258422851562,""z"":53.0},{""x"":-1448.959228515625,""y"":13.78126335144043,""z"":53.0},{""x"":-1450.6500244140626,""y"":10.81286430358886,""z"":53.0},{""x"":-1453.8187255859376,""y"":9.31433963775634,""z"":53.0},{""x"":-1467.871337890625,""y"":7.11719751358032,""z"":53.0},{""x"":-1476.298583984375,""y"":6.75579261779785,""z"":53.0},{""x"":-1490.40478515625,""y"":5.30327987670898,""z"":53.0},{""x"":-1497.1671142578126,""y"":21.67351150512695,""z"":53.0}]},""enter"":{""y"":35.14444732666015,""h"":178.60943603515626,""x"":-1467.4888916015626,""z"":54.54986190795898},""cam"":{""yaw"":-10.0,""z"":54.54986190795898,""y"":35.14444732666015,""x"":-1467.4888916015626,""h"":178.60943603515626},""exit"":{""y"":32.08821487426758,""h"":178.60943603515626,""x"":-1456.7823486328126,""z"":24.38336753845215},""interiorCoords"":{""x"":-1465.954833984375,""y"":37.8709487915039,""z"":23.29411315917968,""w"":178.60943603515626},""shellCoords"":{""y"":37.8709487915039,""h"":178.60943603515626,""x"":-1465.954833984375,""z"":23.29411315917968}}","0","20000000","20000000","9",,,"fd54bc9f0c76dee9eb210938f7c8ab5c85ade9c4",,,"0","{""phone"":""Unknown"",""coords"":{""x"":-1469.6580810546876,""y"":45.84571838378906,""z"":52.88253402709961,""w"":178.60943603515626},""object"":""qs_salesign_01"",""name"":""Barbie Robers""}","1",,,"realestate",,,"0","0"
"331","americano_way_5","Sam Austin Drive","{""PolyZone"":{""thickness"":25.0,""points"":[{""x"":-1537.544189453125,""y"":-20.59905242919922,""z"":58.0},{""x"":-1549.69580078125,""y"":-25.29929161071777,""z"":58.0},{""x"":-1550.6890869140626,""y"":-42.69217681884765,""z"":58.0},{""x"":-1536.545654296875,""y"":-40.59685897827148,""z"":58.0},{""x"":-1544.791259765625,""y"":-60.39602279663086,""z"":58.0},{""x"":-1580.3153076171876,""y"":-67.02378845214844,""z"":58.0},{""x"":-1611.713134765625,""y"":-68.82972717285156,""z"":58.0},{""x"":-1632.5821533203126,""y"":-36.89402770996094,""z"":58.0},{""x"":-1609.8028564453126,""y"":-3.1505651473999,""z"":58.0}]},""enter"":{""y"":-34.14313507080078,""h"":89.51414489746094,""x"":-1580.4329833984376,""z"":57.57016372680664},""cam"":{""yaw"":-10.0,""z"":57.57016372680664,""y"":-34.14313507080078,""x"":-1580.4329833984376,""h"":89.51414489746094},""exit"":{""y"":-53.32997131347656,""h"":89.51414489746094,""x"":-1578.4716796875,""z"":14.24916934967041},""interiorCoords"":{""x"":-1572.749755859375,""y"":-44.19783782958984,""z"":13.15991592407226,""w"":89.51414489746094},""shellCoords"":{""y"":-44.19783782958984,""h"":89.51414489746094,""x"":-1572.749755859375,""z"":13.15991592407226}}","0","20000000","20000000","9",,,"fd54bc9f0c76dee9eb210938f7c8ab5c85ade9c4",,,"0","{""phone"":""Unknown"",""coords"":{""x"":-1564.177978515625,""y"":-25.7008113861084,""z"":56.09609222412109,""w"":89.51414489746094},""object"":""qs_salesign_01"",""name"":""Barbie Robers""}","1",,,"realestate",,,"0","0"
"332","americano_way_6","Sam Austin Drive","{""PolyZone"":{""thickness"":25.0,""points"":[{""x"":-1528.8001708984376,""y"":-40.29359817504883,""z"":57.0},{""x"":-1528.7310791015626,""y"":-54.58268737792969,""z"":57.0},{""x"":-1530.7193603515626,""y"":-60.36685943603515,""z"":57.0},{""x"":-1534.6673583984376,""y"":-72.03746032714844,""z"":57.0},{""x"":-1532.38671875,""y"":-74.15385437011719,""z"":57.0},{""x"":-1520.981201171875,""y"":-86.14839935302735,""z"":57.0},{""x"":-1513.90625,""y"":-92.71611022949219,""z"":57.0},{""x"":-1503.05126953125,""y"":-102.96329498291016,""z"":57.0},{""x"":-1557.4154052734376,""y"":-147.08016967773438,""z"":57.0},{""x"":-1566.8148193359376,""y"":-143.55821228027345,""z"":57.0},{""x"":-1571.134521484375,""y"":-138.14845275878907,""z"":57.0},{""x"":-1577.700439453125,""y"":-128.71595764160157,""z"":57.0},{""x"":-1579.78173828125,""y"":-125.60443115234375,""z"":57.0},{""x"":-1581.24755859375,""y"":-123.43186950683594,""z"":57.0},{""x"":-1586.986083984375,""y"":-114.34249114990235,""z"":57.0},{""x"":-1593.0377197265626,""y"":-104.26447296142578,""z"":57.0},{""x"":-1598.4136962890626,""y"":-94.93402862548828,""z"":57.0},{""x"":-1602.420166015625,""y"":-87.21421813964844,""z"":57.0},{""x"":-1604.0955810546876,""y"":-83.45556640625,""z"":57.0},{""x"":-1606.358154296875,""y"":-79.2663803100586,""z"":57.0},{""x"":-1608.44287109375,""y"":-75.2847671508789,""z"":57.0},{""x"":-1610.1348876953126,""y"":-71.34253692626953,""z"":57.0},{""x"":-1589.9940185546876,""y"":-68.49363708496094,""z"":57.0},{""x"":-1581.5968017578126,""y"":-68.40138244628906,""z"":57.0},{""x"":-1575.18701171875,""y"":-68.13878631591797,""z"":57.0},{""x"":-1562.7049560546876,""y"":-65.96674346923828,""z"":57.0},{""x"":-1550.42626953125,""y"":-63.37488555908203,""z"":57.0},{""x"":-1543.3634033203126,""y"":-61.56771087646484,""z"":57.0},{""x"":-1534.947021484375,""y"":-45.73810958862305,""z"":57.0},{""x"":-1534.1976318359376,""y"":-42.84432601928711,""z"":57.0}]},""enter"":{""y"":-90.61478424072266,""h"":180.29640197753907,""x"":-1549.4791259765626,""z"":54.93415451049805},""cam"":{""yaw"":-10.0,""z"":54.93415451049805,""y"":-90.61478424072266,""x"":-1549.4791259765626,""h"":180.29640197753907},""exit"":{""y"":-86.41790008544922,""h"":180.29640197753907,""x"":-1540.5291748046876,""z"":25.58171844482422},""interiorCoords"":{""x"":-1549.9473876953126,""y"":-80.84028625488281,""z"":24.49246597290039,""w"":180.29640197753907},""shellCoords"":{""y"":-80.84028625488281,""h"":180.29640197753907,""x"":-1549.9473876953126,""z"":24.49246597290039}}","0","20000000","20000000","9",,,"fd54bc9f0c76dee9eb210938f7c8ab5c85ade9c4",,,"0","{""phone"":""Unknown"",""coords"":{""x"":-1533.73486328125,""y"":-87.60530090332031,""z"":53.28671264648437,""w"":180.29640197753907},""object"":""qs_salesign_01"",""name"":""Barbie Robers""}","1",,,"realestate",,,"0","0"
"333","americano_way_7","Sam Austin Drive","{""PolyZone"":{""thickness"":25.0,""points"":[{""x"":-1527.7288818359376,""y"":-36.03215408325195,""z"":54.0},{""x"":-1495.453369140625,""y"":-13.6632375717163,""z"":54.0},{""x"":-1479.024658203125,""y"":-8.61303234100341,""z"":54.0},{""x"":-1459.7823486328126,""y"":-6.37924003601074,""z"":54.0},{""x"":-1446.73876953125,""y"":-4.54190301895141,""z"":54.0},{""x"":-1443.88623046875,""y"":-5.16084861755371,""z"":54.0},{""x"":-1442.0245361328126,""y"":-28.17072677612304,""z"":54.0},{""x"":-1445.3094482421876,""y"":-39.54176330566406,""z"":54.0},{""x"":-1453.638916015625,""y"":-60.49380493164062,""z"":54.0},{""x"":-1480.3056640625,""y"":-86.2919692993164,""z"":54.0},{""x"":-1493.214111328125,""y"":-96.52290344238281,""z"":54.0},{""x"":-1501.919677734375,""y"":-102.72451782226563,""z"":54.0},{""x"":-1521.895263671875,""y"":-83.72022247314453,""z"":54.0},{""x"":-1533.4227294921876,""y"":-71.35621643066406,""z"":54.0},{""x"":-1529.4952392578126,""y"":-59.66174697875976,""z"":54.0},{""x"":-1526.83837890625,""y"":-50.96948623657226,""z"":54.0},{""x"":-1525.6473388671876,""y"":-40.47954559326172,""z"":54.0}]},""enter"":{""y"":-34.23608779907226,""h"":183.7364044189453,""x"":-1464.9571533203126,""z"":55.05547714233398},""cam"":{""yaw"":-10.0,""z"":55.05547714233398,""y"":-34.23608779907226,""x"":-1464.9571533203126,""h"":183.7364044189453},""exit"":{""y"":-18.00153923034668,""h"":-27.26359558105468,""x"":-1467.1197509765626,""z"":19.39265823364257},""interiorCoords"":{""x"":-1466.738525390625,""y"":-28.99482345581054,""z"":18.30340576171875,""w"":-57.26359558105469},""shellCoords"":{""y"":-28.99482345581054,""h"":-57.26359558105469,""x"":-1466.738525390625,""z"":18.30340576171875}}","0","20000000","20000000","9",,,"fd54bc9f0c76dee9eb210938f7c8ab5c85ade9c4",,,"0","{""phone"":""Unknown"",""coords"":{""x"":-1451.09033203125,""y"":-22.45458602905273,""z"":53.58403778076172,""w"":183.7364044189453},""object"":""qs_salesign_01"",""name"":""Barbie Robers""}","1",,,"realestate",,,"0","0"
"186","armazem_aeroporto-apt-0","New Empire Way","{""enter"":{""x"":-873.593505859375,""z"":13.93061161041259,""y"":-2735.111328125,""h"":242.6699676513672},""cam"":{""yaw"":-10.0,""z"":13.93061161041259,""y"":-2735.111328125,""x"":-873.593505859375,""h"":242.6699676513672},""PolyZone"":{""points"":[{""x"":-863.5285034179688,""y"":-2702.4130859375,""z"":14.0},{""x"":-802.2437133789063,""y"":-2737.8427734375,""z"":14.0},{""x"":-835.1607055664063,""y"":-2795.171875,""z"":14.0},{""x"":-889.2391357421875,""y"":-2764.5390625,""z"":14.0},{""x"":-893.506591796875,""y"":-2763.528076171875,""z"":14.0}],""thickness"":25.0}}","0","500000","500000","0",,,"9e2e786bdeada3443a0478401868152288dff30a",,"{""houseName"":17,""exit"":{""x"":1087.4300537109376,""y"":-3099.47998046875,""z"":-39.0},""stash"":{""maxweight"":1000000,""slots"":10}}","0","{""phone"":""500-083-3766""	""object"":""qs_salesign_01""	""name"":""Afonso Veiga""	""coords"":{""x"":-872.892578125,""y"":-2729.739013671875,""z"":12.85730648040771,""w"":240.6699676513672}}","1",,,"realestate",,,"30","0"
"187","armazem_aeroporto-apt-1","New Empire Way","{""enter"":{""x"":-873.593505859375,""z"":13.93061161041259,""y"":-2735.111328125,""h"":242.6699676513672},""cam"":{""yaw"":-10.0,""z"":13.93061161041259,""y"":-2735.111328125,""x"":-873.593505859375,""h"":242.6699676513672},""PolyZone"":{""points"":[{""x"":-863.5285034179688,""y"":-2702.4130859375,""z"":14.0},{""x"":-802.2437133789063,""y"":-2737.8427734375,""z"":14.0},{""x"":-835.1607055664063,""y"":-2795.171875,""z"":14.0},{""x"":-889.2391357421875,""y"":-2764.5390625,""z"":14.0},{""x"":-893.506591796875,""y"":-2763.528076171875,""z"":14.0}],""thickness"":25.0}}","0","500000","500000","0",,,"9e2e786bdeada3443a0478401868152288dff30a",,"{""houseName"":17,""exit"":{""x"":1087.4300537109376,""y"":-3099.47998046875,""z"":-39.0},""stash"":{""maxweight"":1000000,""slots"":10}}","0","{""phone"":""500-083-3766""	""object"":""qs_salesign_01""	""name"":""Afonso Veiga""	""coords"":{""x"":-872.892578125,""y"":-2729.739013671875,""z"":12.85730648040771,""w"":240.6699676513672}}","1",,,"realestate",,,"30","0"
